state,crop_year,season,crop,yield_kg_ha
Nagaland,2024,Kharif,Other Cereals,1239.1171349239964
Jharkhand,2008,Rabi,Wheat,1362.9319238788075
Manipur,2007,Whole Year,Banana,12861.111111111111
Tamil Nadu,2004,Whole Year,Dry chillies,666.2337662337662
Jammu and Kashmir,2006,Rabi,Onion,2438.1720430107525
Uttarakhand,2020,Kharif,Groundnut,1512.1555915721233
Himachal Pradesh,2011,Kharif,Cotton(lint),2263.157894736842
Bihar,2008,Kharif,Small millets,752.9682114132517
Jharkhand,2021,Rabi,Peas & beans (Pulses),1507.9915080979747
Haryana,2026,Kharif,Sesamum,927.7930726321404
Uttarakhand,2019,Kharif,Maize,1926.2492332373897
Haryana,2003,Whole Year,Potato,24417.831004657353
Chhattisgarh,2022,Kharif,Cotton(lint),2199.6721848877232
Karnataka,2002,Rabi,Other  Rabi pulses,115.98160037389614
Madhya Pradesh,2023,Kharif,Groundnut,1559.4992271656229
Madhya Pradesh,2026,Kharif,Rice,2073.426190078784
Odisha,2024,Rabi,Sunflower,1175.0226170702635
Meghalaya,2005,Kharif,Small millets,850.9363295880149
Manipur,2004,Rabi,Rapeseed &Mustard,450.0
Odisha,2025,Rabi,Masoor,631.259016137779
Jammu and Kashmir,2012,Kharif,Moth,572.0864328728303
Nagaland,2004,Rabi,Wheat,1585.3658536585365
Puducherry,2005,Kharif,Cotton(lint),726.775956284153
Bihar,2021,Whole Year,Garlic,1675.3224872776284
Tripura,2022,Rabi,Wheat,2271.891678197272
Uttar Pradesh,2004,Rabi,Lentil,830.2182169102521
Maharashtra,2015,Rabi,Safflower,224.4653700607234
West Bengal,2007,Kharif,Small millets,751.8493611297915
Arunachal Pradesh,2015,Rabi,Wheat,1969.309462915601
Maharashtra,2007,Whole Year,Mango,6023.198314238488
Karnataka,2012,Whole Year,Mesta,1221.5988779803647
Karnataka,2005,Kharif,Potato,3347.9585348180353
Assam,2015,Whole Year,Sugarcane,35245.38357094365
Uttarakhand,2014,Rabi,Linseed,500.0
Punjab,2017,Rabi,Barley,3883.116883116883
Chhattisgarh,2023,Kharif,Mesta,2244.910474376871
Jharkhand,2015,Autumn,Ragi,897.0023059185243
Meghalaya,2022,Autumn,Rice,2693.5524009733617
Meghalaya,2011,Kharif,Arhar/Tur,1168.781725888325
Karnataka,2008,Whole Year,Tobacco,508.0128353323038
Odisha,2023,Whole Year,Tobacco,829.0900855214247
Jharkhand,2022,Rabi,Onion,9301.51420692504
Gujarat,2005,Kharif,Sesamum,391.4835164835165
Maharashtra,2026,Kharif,Groundnut,1155.1530786738558
Tamil Nadu,2025,Whole Year,Cardamom,202.7306617624405
Madhya Pradesh,2011,Kharif,Small millets,330.5944260378094
Kerala,2025,Kharif,Cotton(lint),1690.3638927687025
West Bengal,2025,Autumn,Sesamum,892.6893938737369
Meghalaya,2022,Whole Year,Turmeric,6127.531942505823
Odisha,2002,Rabi,Masoor,367.4540682414698
Gujarat,2002,Rabi,Wheat,1966.4830119375574
Meghalaya,2002,Rabi,Other  Rabi pulses,778.688524590164
Telangana,2013,Kharif,Cowpea(Lobia),559.204440333025
Odisha,2021,Kharif,Jowar,599.8807120133342
Jammu and Kashmir,2015,Kharif,Rice,2122.6785942995634
Punjab,2008,Whole Year,Sugarcane,66854.12744220805
Tamil Nadu,2026,Whole Year,Tapioca,34808.7327436418
Madhya Pradesh,2017,Kharif,Horse-gram,399.57865168539325
Manipur,2024,Kharif,Cowpea(Lobia),1126.8343693719862
Uttar Pradesh,2013,Summer,Banana,43541.72989377845
Uttar Pradesh,2015,Kharif,Sesamum,303.19075868662577
Haryana,2002,Kharif,Moong(Green Gram),152.76338043537564
Himachal Pradesh,2008,Kharif,Horse-gram,387.846291331546
Chhattisgarh,2015,Rabi,Masoor,331.98916641588926
Manipur,2004,Kharif,Maize,2763.9751552795033
Uttar Pradesh,2002,Whole Year,Tobacco,6054.355822910807
Sikkim,2004,Kharif,other oilseeds,500.0
Himachal Pradesh,2023,Kharif,Ragi,836.8166947959982
West Bengal,2010,Autumn,Jowar,400.0
Meghalaya,2007,Rabi,Linseed,475.609756097561
Kerala,2021,Whole Year,Rubber,1702.944513099085
Chhattisgarh,2006,Rabi,Rapeseed &Mustard,399.55205522204477
Tamil Nadu,2000,Kharif,Jowar,1010.0186909805341
Uttar Pradesh,2023,Rabi,Lentil,1069.291530661827
Odisha,2003,Kharif,Horse-gram,281.82998200988317
Uttarakhand,2003,Rabi,Gram,784.5953002610966
Assam,2007,Rabi,Peas & beans (Pulses),612.9519410144799
Madhya Pradesh,2000,Kharif,Castor seed,248.17961165048544
Karnataka,2026,Whole Year,Arecanut,15205.773113474112
Maharashtra,2018,Kharif,Turmeric,6128.294525222734
Himachal Pradesh,2022,Kharif,Moong(Green Gram),652.5220176140912
Meghalaya,2006,Kharif,Tapioca,5226.646631605309
Haryana,2011,Rabi,Gram,925.4329251286732
Madhya Pradesh,2001,Kharif,Ragi,265.748031496063
Andhra Pradesh,2022,Whole Year,Tobacco,11158.879634902873
Assam,2012,Whole Year,Onion,3647.415128891393
Kerala,2014,Whole Year,Small millets,777.7777777777778
Tamil Nadu,2001,Kharif,Moong(Green Gram),414.5121903949765
Jammu and Kashmir,2023,Kharif,other oilseeds,673.2116838964823
Tripura,2013,Rabi,Masoor,686.5912762520194
Uttarakhand,2004,Rabi,Masoor,593.1542828094553
Uttarakhand,2003,Kharif,Horse-gram,742.3815934402154
Delhi,2018,Kharif,Rice,2877.222982216142
Sikkim,2003,Rabi,Wheat,1276.4144011756061
Goa,2018,Whole Year,Sweet potato,2109.090909090909
Odisha,2015,Autumn,Ragi,617.0063246661982
Andhra Pradesh,2007,Whole Year,Banana,25484.500767375575
Mizoram,2025,Kharif,Moong(Green Gram),3487.9467996674975
Karnataka,2000,Whole Year,Garlic,698.6048075306775
Andhra Pradesh,2006,Kharif,Ragi,1003.5698789002406
Andhra Pradesh,2017,Kharif,Ragi,1130.930930930931
Puducherry,2007,Summer,Moong(Green Gram),124.59917544663307
Jharkhand,2026,Rabi,Wheat,2192.809771839384
Bihar,2015,Rabi,Gram,986.1539238971145
Karnataka,2026,Whole Year,Garlic,3659.1239962581258
Assam,2016,Whole Year,Sugarcane,38465.63426058694
Uttar Pradesh,2007,Rabi,Masoor,724.8494287657595
Delhi,2011,Rabi,Gram,5538.461538461538
Odisha,2026,Rabi,Sunflower,1350.2737191745903
Haryana,2018,Whole Year,Sugarcane,78235.99632690541
Odisha,2018,Summer,Horse-gram,368.42105263157896
Nagaland,2017,Kharif,Sesamum,609.2896174863388
Madhya Pradesh,2017,Whole Year,Turmeric,17650.95105791836
Himachal Pradesh,2022,Rabi,Other  Rabi pulses,4560.615129225937
Uttarakhand,2000,Kharif,Other Cereals,283.59542530378843
Gujarat,2019,Kharif,Bajra,1738.0223398796736
Meghalaya,2008,Rabi,Other  Rabi pulses,1027.5395033860045
Karnataka,2009,Rabi,Linseed,293.59344894026975
West Bengal,2016,Rabi,Gram,1013.3703150558282
Jammu and Kashmir,2007,Kharif,other oilseeds,431.0344827586207
Telangana,2004,Kharif,Soyabean,1187.0948825627593
Jammu and Kashmir,2011,Rabi,Rapeseed &Mustard,850.4905673078541
Maharashtra,2014,Kharif,Moong(Green Gram),265.5456852791878
Tamil Nadu,2025,Kharif,Maize,10764.5360329018
Andhra Pradesh,2008,Kharif,Rice,2989.442669410319
Kerala,2025,Whole Year,Potato,12377.27237323779
Kerala,2015,Kharif,Cotton(lint),1798.165137614679
Himachal Pradesh,2018,Kharif,Small millets,810.0558659217877
Karnataka,2006,Kharif,Groundnut,342.8329169309635
Rajasthan,2000,Rabi,Barley,2157.28229304643
Meghalaya,2026,Rabi,Linseed,645.7809284244227
Haryana,2006,Whole Year,Sugarcane,68659.60459011262
Nagaland,2006,Kharif,Jowar,750.0
West Bengal,2006,Kharif,Cotton(lint),2597.8761061946902
Himachal Pradesh,2021,Kharif,Ragi,1029.129498766655
Jharkhand,2023,Rabi,Wheat,1982.120607040261
Uttarakhand,2026,Kharif,Horse-gram,980.6100501205494
Madhya Pradesh,2013,Rabi,Linseed,527.0025330706445
Puducherry,2016,Kharif,Cotton(lint),1820.945945945946
Bihar,2011,Rabi,Potato,23283.152113909917
Madhya Pradesh,2002,Rabi,Barley,1257.0052376766014
Chhattisgarh,2007,Whole Year,Coriander,279.83668341708545
Assam,2007,Rabi,Masoor,471.4050469535805
Andhra Pradesh,2016,Whole Year,Mango,7731.9436390750425
Andhra Pradesh,2016,Kharif,Urad,818.692278037579
Haryana,2023,Kharif,Guar seed,947.9161572874625
Telangana,2023,Rabi,Garlic,4181.139921722113
Nagaland,2023,Kharif,Castor seed,650.5988393628843
Kerala,2018,Whole Year,Wheat,1428.5714285714287
Gujarat,2021,Whole Year,Guar seed,912.3655602479191
Andhra Pradesh,2021,Kharif,Other Kharif pulses,742.693082669307
Bihar,2003,Whole Year,Dry chillies,679.8639034952057
West Bengal,2024,Kharif,Sunflower,1410.2473363182235
Arunachal Pradesh,2026,Kharif,Urad,1498.323155661346
West Bengal,2017,Rabi,Barley,1418.2242990654206
Himachal Pradesh,2022,Rabi,Coriander,187.97569555484492
Meghalaya,2009,Rabi,Rapeseed &Mustard,680.4469273743017
Himachal Pradesh,2021,Kharif,Bajra,659.4365636637576
Tripura,2000,Rabi,Wheat,2093.8967136150236
Jammu and Kashmir,2015,Kharif,Urad,337.618088895772
Andhra Pradesh,2006,Kharif,Small millets,505.0184107376173
Maharashtra,2013,Kharif,Groundnut,1212.0032773453502
Chhattisgarh,2002,Kharif,Rice,697.4826486548158
Uttar Pradesh,2011,Rabi,Tobacco,5222.165820642978
Mizoram,2011,Kharif,Arhar/Tur,982.7586206896551
Assam,2005,Rabi,Peas & beans (Pulses),632.6713286713286
Kerala,2012,Whole Year,Sesamum,376.9230769230769
Kerala,2015,Whole Year,Soyabean,1000.0
Chhattisgarh,2010,Whole Year,Onion,5236.958266452649
Manipur,2017,Kharif,Cowpea(Lobia),1144.0501043841336
Mizoram,2015,Kharif,Sesamum,748.8479262672811
Uttarakhand,2019,Rabi,Gram,757.617728531856
Manipur,2016,Kharif,Other Kharif pulses,1121.4892227302416
Punjab,2013,Rabi,Wheat,5017.084282460137
Andhra Pradesh,2014,Kharif,Sunflower,539.4450489662677
Bihar,2000,Whole Year,Tobacco,1162.9730430274753
Jharkhand,2015,Autumn,Rice,604.047550491547
Tamil Nadu,2001,Kharif,Rice,3196.1261783464847
Arunachal Pradesh,2018,Rabi,Other  Rabi pulses,642.7444794952681
Chhattisgarh,2004,Rabi,Linseed,228.99776594399404
Gujarat,2021,Kharif,Urad,1063.3656074309076
Karnataka,2018,Whole Year,Sannhamp,237.43016759776538
Meghalaya,2007,Kharif,Jute,8758.663987945756
Nagaland,2021,Kharif,Sweet potato,8504.17731441062
Uttarakhand,2014,Whole Year,Tobacco,2000.0
Haryana,2011,Kharif,Groundnut,959.6928982725528
Telangana,2026,Kharif,Urad,2276.2519973571048
Maharashtra,2021,Kharif,Ragi,1029.122428360097
Telangana,2025,Kharif,Cashewnut,10.001202627158424
Jammu and Kashmir,2012,Kharif,Ginger,1346.1538461538462
West Bengal,2017,Kharif,Soyabean,954.7738693467337
Chhattisgarh,2004,Kharif,Sunflower,354.02175851614055
Tripura,2021,Kharif,Sesamum,671.0508739939052
Haryana,2019,Rabi,Mustard,1488.2690445302085
Karnataka,2023,Whole Year,Garlic,3423.1642694928087
Karnataka,2011,Rabi,Linseed,244.6608777282328
Nagaland,2014,Kharif,Niger seed,1118.1959564541214
Haryana,2002,Rabi,Wheat,4052.683116172799
Uttar Pradesh,2007,Summer,Sunflower,1621.4515881540585
West Bengal,2025,Kharif,Urad,632.0412094120035
Punjab,2002,Kharif,Groundnut,716.9811320754717
Tamil Nadu,2000,Whole Year,Banana,31922.462412079756
Telangana,2023,Kharif,Sunflower,3499.1046577053994
Tamil Nadu,2007,Whole Year,Banana,47740.77292030534
Bihar,2014,Whole Year,Sugarcane,60938.4008681361
Bihar,2019,Kharif,Other Kharif pulses,795.7244655581948
Uttar Pradesh,2021,Kharif,Moong(Green Gram),593.2752289454245
Nagaland,2016,Kharif,Maize,1979.8931825322022
Uttarakhand,2023,Kharif,Sunflower,655.0045634317007
Himachal Pradesh,2007,Kharif,Masoor,579.9011532125206
Bihar,2017,Rabi,Masoor,1067.5294219828897
Uttar Pradesh,2019,Kharif,Soyabean,513.213105972681
Odisha,2001,Kharif,Small millets,474.97639282341834
Karnataka,2002,Kharif,Small millets,561.7521838067973
Madhya Pradesh,2025,Kharif,Mesta,10.000265964520333
Bihar,2006,Rabi,Tobacco,1605.2316806609367
Madhya Pradesh,2022,Kharif,Soyabean,1163.0397068349712
Nagaland,2011,Kharif,Groundnut,1013.3333333333334
Andhra Pradesh,2014,Kharif,Bajra,1289.1537063219553
Odisha,2017,Autumn,Maize,2511.904761904762
Kerala,2007,Kharif,Groundnut,739.9519065613191
Puducherry,2022,Summer,Other Summer Pulses,552.3415977961432
Haryana,2000,Kharif,Cotton(lint),1830.622000954293
Madhya Pradesh,2010,Whole Year,Turmeric,578.6593707250343
Haryana,2005,Kharif,Urad,361.4457831325301
Karnataka,2024,Whole Year,Sweet potato,18690.498375382263
Karnataka,2016,Whole Year,Tapioca,6064.046579330422
Karnataka,2013,Kharif,Jowar,1422.886283481079
Andhra Pradesh,2019,Kharif,Other Kharif pulses,495.6268221574344
Bihar,2002,Whole Year,Dry chillies,672.8070175438596
Karnataka,2000,Rabi,Safflower,770.5193166998055
Tamil Nadu,2014,Whole Year,Turmeric,4027.3857011353175
Karnataka,2009,Rabi,Wheat,931.0228030498153
Tripura,2011,Rabi,Rapeseed &Mustard,789.7700610042234
Karnataka,2008,Whole Year,Mango,6273.183313648311
Chhattisgarh,2023,Whole Year,Garlic,3331.5536207552877
Assam,2004,Whole Year,Turmeric,718.2183465845943
Karnataka,2001,Rabi,Rapeseed &Mustard,269.71541837746
Jammu and Kashmir,2015,Rabi,Garlic,830.034924330617
Assam,2012,Kharif,Niger seed,529.273699308906
Nagaland,2022,Kharif,Mesta,915.5116138695759
Haryana,2015,Kharif,Groundnut,1232.5581395348838
Puducherry,2010,Kharif,Black pepper,545.4545454545455
Goa,2023,Whole Year,other oilseeds,3964.3531386019195
Uttar Pradesh,2022,Kharif,Jowar,1093.4912524905474
Meghalaya,2013,Whole Year,Potato,9854.897284405659
Himachal Pradesh,2000,Kharif,Sesamum,378.1549173194082
Haryana,2008,Kharif,Moth,191.5097350781998
Uttar Pradesh,2022,Kharif,Moong,717.2231666712773
Mizoram,2024,Kharif,Urad,5543.507362784471
Uttarakhand,2017,Kharif,Urad,763.5827382800372
Maharashtra,2000,Rabi,Gram,518.7814256137237
Madhya Pradesh,2003,Rabi,Gram,927.0000922731472
Andhra Pradesh,2026,Kharif,Rice,3454.251654934566
Punjab,2007,Whole Year,Sugarcane,63850.399109587284
Arunachal Pradesh,2021,Kharif,Rice,1953.6697724499088
Bihar,2019,Rabi,Safflower,811.7647058823529
West Bengal,2004,Kharif,Other Kharif pulses,612.2931442080378
Himachal Pradesh,2014,Whole Year,Sugarcane,22925.625
Manipur,2008,Whole Year,Sugarcane,57864.077669902916
Maharashtra,2019,Whole Year,Sugarcane,84280.55573456938
Tamil Nadu,2016,Rabi,Rapeseed &Mustard,231.15577889447235
Sikkim,2019,Kharif,Other Kharif pulses,990.6122448979592
Nagaland,2022,Rabi,Gram,770.1714573877962
Puducherry,2015,Kharif,Arecanut,1509.090909090909
Punjab,2006,Kharif,Jowar,1000.0
Madhya Pradesh,2001,Kharif,Rice,954.5049967443309
Uttarakhand,2004,Kharif,Groundnut,1234.6059113300494
Bihar,2025,Rabi,Rapeseed &Mustard,1482.7789452839409
Arunachal Pradesh,2006,Whole Year,Oilseeds total,909.9813432835821
Uttar Pradesh,2013,Kharif,Urad,446.1109959529162
Arunachal Pradesh,2024,Whole Year,Dry chillies,3411.245865490628
Punjab,2017,Kharif,Urad,562.5
Jammu and Kashmir,2002,Kharif,Maize,1411.652224060219
Bihar,2006,Rabi,Rapeseed &Mustard,1028.34105887901
Rajasthan,2010,Rabi,Gram,897.9574102226031
Nagaland,2015,Kharif,Soyabean,1253.821399839099
Delhi,2006,Kharif,Arhar/Tur,1501.2987012987012
Tamil Nadu,2003,Kharif,Horse-gram,267.8728778711156
Puducherry,2009,Kharif,Bajra,1689.655172413793
Telangana,2022,Rabi,Wheat,1152.8514451585006
Mizoram,2000,Rabi,Masoor,800.0
Tamil Nadu,2013,Whole Year,Banana,41534.18124006359
Mizoram,2003,Rabi,Other  Rabi pulses,815.5844155844156
Maharashtra,2024,Kharif,Other Cereals,715.5904659932155
Madhya Pradesh,2021,Whole Year,Sugarcane,48343.32375915909
Mizoram,2024,Kharif,Moong(Green Gram),3578.934137757667
Meghalaya,2019,Rabi,Onion,8978.609625668449
West Bengal,2022,Rabi,Arhar/Tur,1823.1411934095083
Uttar Pradesh,2009,Kharif,Sugarcane,59241.641228245855
Kerala,2011,Kharif,Sesamum,386.6503866503866
Andhra Pradesh,2021,Whole Year,Mango,7381.68278132102
Meghalaya,2012,Rabi,Tobacco,925.1612903225806
Assam,2021,Whole Year,Sweet potato,6196.275815927446
Maharashtra,2003,Rabi,Rapeseed &Mustard,252.4271844660194
Nagaland,2011,Kharif,Tapioca,23514.619883040934
Uttar Pradesh,2005,Kharif,Soyabean,782.9698857736241
Assam,2024,Whole Year,Dry chillies,979.0142791971584
Karnataka,2008,Kharif,Ragi,1462.9372487292342
Telangana,2023,Kharif,Cowpea(Lobia),1041.4317821220934
West Bengal,2006,Rabi,Mustard,1355.8311440805858
West Bengal,2014,Rabi,Gram,1178.2862818504793
Andhra Pradesh,2015,Kharif,Rice,2942.029503518519
Telangana,2005,Kharif,Soyabean,1317.285494012282
Himachal Pradesh,2015,Rabi,Coriander,364.40677966101697
Uttar Pradesh,2016,Rabi,Turmeric,1319.371727748691
Tamil Nadu,2006,Whole Year,Cardamom,90.97050213915784
Tamil Nadu,2005,Kharif,Sesamum,472.557510980067
Nagaland,2023,Kharif,Tapioca,21032.291805862104
Kerala,2021,Whole Year,Turmeric,2952.3313017185
Tamil Nadu,2025,Kharif,Cotton(lint),2411.7800614573375
Himachal Pradesh,2006,Kharif,Other Kharif pulses,598.5201865851697
Odisha,2025,Whole Year,Turmeric,2293.0728796133785
Madhya Pradesh,2009,Whole Year,Ginger,1239.8358342952417
Manipur,2012,Whole Year,Dry chillies,7899.87177992773
Madhya Pradesh,2001,Whole Year,Banana,31128.024249104437
Telangana,2015,Kharif,Cowpea(Lobia),523.7655745269958
Haryana,2017,Whole Year,Potato,25853.332565239933
Bihar,2007,Rabi,Wheat,2335.4862351916636
Madhya Pradesh,2026,Kharif,Jute,2109.2702023511715
Chhattisgarh,2000,Whole Year,Coriander,261.2005856515373
Maharashtra,2020,Kharif,Groundnut,1930.9300956620439
Nagaland,2021,Kharif,Sugarcane,44938.53505486167
Tamil Nadu,2013,Kharif,Potato,18117.677419354837
Bihar,2008,Whole Year,Sugarcane,44323.76543761505
Karnataka,2018,Rabi,Wheat,1035.4737343278844
Odisha,2011,Autumn,Urad,203.0019519418456
West Bengal,2005,Rabi,Masoor,763.7292049501569
Puducherry,2009,Rabi,Coriander,500.0
Punjab,2004,Kharif,Groundnut,837.2093023255813
Maharashtra,2022,Kharif,Urad,498.10786974256365
Madhya Pradesh,2016,Kharif,Groundnut,1484.251968503937
Andhra Pradesh,2011,Kharif,Cowpea(Lobia),237.17676981771936
Maharashtra,2014,Rabi,Other  Rabi pulses,328.17037754114233
Madhya Pradesh,2023,Kharif,Ragi,255.82287167480726
Jammu and Kashmir,2022,Kharif,Horse-gram,464.2958454754107
Jammu and Kashmir,2009,Kharif,Sesamum,439.2301038062284
Karnataka,2003,Whole Year,Banana,12988.049367850692
Karnataka,2005,Kharif,Ragi,1754.9627595069594
Bihar,2000,Whole Year,Sweet potato,12119.584747454583
Maharashtra,2026,Rabi,Rapeseed &Mustard,437.1388645152904
West Bengal,2017,Whole Year,Tobacco,1263.6396138720056
Nagaland,2002,Whole Year,Sugarcane,40000.0
Punjab,2001,Rabi,Barley,3391.304347826087
Maharashtra,2006,Rabi,Wheat,1520.1494962625934
Tripura,2026,Kharif,Sesamum,603.028676684954
Karnataka,2026,Whole Year,Banana,38737.67622704948
Karnataka,2003,Kharif,Urad,251.79321711274636
Andhra Pradesh,2001,Rabi,Wheat,687.7401580511854
Telangana,2024,Kharif,Sesamum,530.7432952778416
Assam,2011,Rabi,Moong(Green Gram),551.3377345378735
West Bengal,2001,Whole Year,Turmeric,1721.9790526809443
Odisha,2024,Whole Year,Coriander,759.0852691302375
Punjab,2025,Kharif,Maize,4442.286529819247
Nagaland,2015,Kharif,Sunflower,823.5294117647059
Haryana,2010,Kharif,Cotton(lint),3541.972475204165
Delhi,2013,Whole Year,Sugarcane,75333.33333333333
Mizoram,2026,Kharif,Moong(Green Gram),4228.251977092991
Andhra Pradesh,2019,Kharif,Rice,3499.702245442783
Haryana,2025,Whole Year,Onion,33048.680528030956
Maharashtra,2000,Whole Year,Mango,6160.42236842804
Himachal Pradesh,2022,Kharif,Groundnut,1149.904671115348
West Bengal,2022,Kharif,Castor seed,291.6796509816142
Goa,2005,Whole Year,Sugarcane,50330.63063063063
Andhra Pradesh,2017,Kharif,Arecanut,6268.292682926829
Uttarakhand,2019,Kharif,Rice,2560.257226166856
Madhya Pradesh,2013,Kharif,Ragi,571.4285714285714
Mizoram,2010,Kharif,Maize,1496.9613576424722
Karnataka,2026,Kharif,Moong(Green Gram),255.37475472613232
Jharkhand,2008,Autumn,Ragi,913.3409453476853
Manipur,2026,Whole Year,Sweet potato,3243.7614343212585
Nagaland,2002,Kharif,Sesamum,900.0
Assam,2001,Autumn,Rice,983.9035057635899
Kerala,2001,Kharif,Ragi,808.9368258859785
Madhya Pradesh,2019,Kharif,Sesamum,400.1619021920287
Puducherry,2007,Rabi,Turmeric,1500.0
Chhattisgarh,2024,Whole Year,Sannhamp,681.1311243796637
Andhra Pradesh,2014,Kharif,Tobacco,7738.306390310647
Himachal Pradesh,2008,Kharif,Ginger,8053.458852494217
Andhra Pradesh,2019,Kharif,Potato,14675.496688741721
Madhya Pradesh,2009,Whole Year,Garlic,4300.484962333953
Bihar,2007,Kharif,Sannhamp,4433.787308026659
Andhra Pradesh,2016,Kharif,Tapioca,11781.241224375175
Arunachal Pradesh,2023,Whole Year,Dry chillies,3365.193023680429
Madhya Pradesh,2021,Whole Year,Sannhamp,1579.399523242964
Maharashtra,2023,Rabi,Other  Rabi pulses,467.255525404261
Haryana,2012,Rabi,Mustard,1461.7695906845036
Arunachal Pradesh,2017,Whole Year,Sugarcane,21400.0
Himachal Pradesh,2000,Kharif,Rice,1532.0722776285284
Telangana,2019,Kharif,Small millets,1708.874458874459
Uttar Pradesh,2022,Kharif,Small millets,804.669813975913
Nagaland,2004,Rabi,Linseed,772.6027397260274
West Bengal,2025,Rabi,Gram,1329.3336501477643
Madhya Pradesh,2026,Kharif,Cotton(lint),1795.8420832137783
Karnataka,2011,Kharif,Sesamum,503.3783783783784
Tamil Nadu,2024,Whole Year,Potato,21150.552364244275
West Bengal,2019,Rabi,Linseed,517.3859432799013
Uttarakhand,2014,Rabi,Masoor,705.7694153787079
Odisha,2019,Kharif,Mesta,4993.603411513859
Assam,2025,Kharif,Jute,11272.166016110126
Puducherry,2021,Rabi,Urad,881.3258360461674
Puducherry,2026,Kharif,Small millets,1927.6190476190477
West Bengal,2023,Rabi,Mustard,1757.298539239254
Gujarat,2003,Whole Year,Sugarcane,71901.24858115778
Haryana,2012,Kharif,Horse-gram,396.50145772594755
Jammu and Kashmir,2006,Kharif,Garlic,1161.2903225806451
Karnataka,2026,Rabi,Linseed,235.75486467216587
Arunachal Pradesh,2025,Kharif,Soyabean,312.4097871215042
Gujarat,2011,Rabi,Wheat,3015.0303568784243
Bihar,2017,Autumn,Maize,2400.430922496663
Himachal Pradesh,2007,Rabi,Gram,944.9035812672176
Meghalaya,2013,Rabi,Cowpea(Lobia),1427.8606965174129
Chhattisgarh,2025,Kharif,Horse-gram,342.28740976839833
Odisha,2025,Rabi,Niger seed,210.79742688641926
Chhattisgarh,2002,Rabi,Gram,644.0018680092033
Mizoram,2002,Whole Year,Potato,1967.479674796748
Odisha,2014,Autumn,Rice,1777.0154373927958
Meghalaya,2015,Rabi,Gram,1059.2105263157894
Chhattisgarh,2009,Rabi,Other  Rabi pulses,134.25679275439532
